Park Name,Year,Visits
Rainbow Bridge NM,1981,114555
Rainbow Bridge NM,1982,172126
Rainbow Bridge NM,1983,161551
Rainbow Bridge NM,1984,177971
Rainbow Bridge NM,1985,177038
Rainbow Bridge NM,1986,283597
Rainbow Bridge NM,1987,210708
Rainbow Bridge NM,1988,238307
Rainbow Bridge NM,1989,238307
Rainbow Bridge NM,1990,255420
Rainbow Bridge NM,1991,258346
Rainbow Bridge NM,1992,256158
Rainbow Bridge NM,1993,211254
Rainbow Bridge NM,1994,298651
Rainbow Bridge NM,1995,346151
Rainbow Bridge NM,1996,325562
Rainbow Bridge NM,1997,179791
Rainbow Bridge NM,1998,195916
Rainbow Bridge NM,1999,234550
Rainbow Bridge NM,2000,197614
Rainbow Bridge NM,2001,189750
Rainbow Bridge NM,2002,167736
Rainbow Bridge NM,2003,98865
Rainbow Bridge NM,2004,73675
Rainbow Bridge NM,2005,81206
Rainbow Bridge NM,2006,87642
Rainbow Bridge NM,2007,81607
Rainbow Bridge NM,2008,95567
Rainbow Bridge NM,2009,113460
Rainbow Bridge NM,2010,104501
Rainbow Bridge NM,2011,92311
Rainbow Bridge NM,2012,75214
Rainbow Bridge NM,2013,54773
Rainbow Bridge NM,2014,62910
Rainbow Bridge NM,2015,77270
Rainbow Bridge NM,2016,86369
Rainbow Bridge NM,2017,108418
Rainbow Bridge NM,2018,110904
Redwood NP,2019,504722
Redwood NP,1979,413917
Redwood NP,1980,471710
Redwood NP,1981,549461
Redwood NP,1982,467126
Redwood NP,1983,473711
Redwood NP,1984,467155
Redwood NP,1985,505791
Redwood NP,1986,567849
Redwood NP,1987,610897
Redwood NP,1988,677135
Redwood NP,1989,654115
Redwood NP,1990,348458
Redwood NP,1991,366280
Redwood NP,1992,387781
Redwood NP,1993,421027
Redwood NP,1994,475033
Redwood NP,1995,552464
Redwood NP,1996,426938
Redwood NP,1997,382488
Redwood NP,1998,383188
Redwood NP,1999,369726
Redwood NP,2000,383253
Redwood NP,2001,388352
Redwood NP,2002,404789
Redwood NP,2003,408126
Redwood NP,2004,392029
Redwood NP,2005,394144
Redwood NP,2006,383780
Redwood NP,2007,385171
Redwood NP,2008,396899
Redwood NP,2009,444426
Redwood NP,2010,418820
Redwood NP,2011,380167
Redwood NP,2012,352517
Redwood NP,2013,393364
Redwood NP,2014,429166
Redwood NP,2015,527143
Redwood NP,2016,536297
Redwood NP,2017,445000
Redwood NP,2018,482536
Richmond NBP,2019,197242
Richmond NBP,1979,265793
Richmond NBP,1980,255736
Richmond NBP,1981,284577
Richmond NBP,1982,300170
Richmond NBP,1983,312786
Richmond NBP,1984,304487
Richmond NBP,1985,305667
Richmond NBP,1986,302470
Richmond NBP,1987,328854
Richmond NBP,1988,341942
Richmond NBP,1989,366848
Richmond NBP,1990,428667
Richmond NBP,1991,475786
Richmond NBP,1992,473096
Richmond NBP,1993,92839
Richmond NBP,1994,82827
Richmond NBP,1995,85371
Richmond NBP,1996,77807
Richmond NBP,1997,77707
Richmond NBP,1998,82187
Richmond NBP,1999,87957
Richmond NBP,2000,90422
Richmond NBP,2001,108244
Richmond NBP,2002,106397
Richmond NBP,2003,96014
Richmond NBP,2004,84876
Richmond NBP,2005,68438
Richmond NBP,2006,141151
Richmond NBP,2007,132578
Richmond NBP,2008,120823
Richmond NBP,2009,134634
Richmond NBP,2010,130415
Richmond NBP,2011,139376
Richmond NBP,2012,156952
Richmond NBP,2013,151240
Richmond NBP,2014,179552
Richmond NBP,2015,184175
Richmond NBP,2016,208969
Richmond NBP,2017,224014
Richmond NBP,2018,199344
Rio Grande W&SR,2019,324
Rio Grande W&SR,1985,702
Rio Grande W&SR,1986,805
Rio Grande W&SR,1987,743
Rio Grande W&SR,1988,822
Rio Grande W&SR,1989,662
Rio Grande W&SR,1990,525
Rio Grande W&SR,1991,628
Rio Grande W&SR,1992,962
Rio Grande W&SR,1993,470
Rio Grande W&SR,1994,693
Rio Grande W&SR,1995,493
Rio Grande W&SR,1996,498
Rio Grande W&SR,1997,489
Rio Grande W&SR,1998,462
Rio Grande W&SR,1999,678
Rio Grande W&SR,2000,909
Rio Grande W&SR,2001,1086
Rio Grande W&SR,2002,939
Rio Grande W&SR,2003,656
Rio Grande W&SR,2004,588
Rio Grande W&SR,2005,319
Rio Grande W&SR,2006,135
Rio Grande W&SR,2007,1660
Rio Grande W&SR,2008,1606
Rio Grande W&SR,2009,947
Rio Grande W&SR,2010,1103
Rio Grande W&SR,2011,873
Rio Grande W&SR,2012,694
Rio Grande W&SR,2013,703
Rio Grande W&SR,2014,321
Rio Grande W&SR,2015,120
Rio Grande W&SR,2016,463
Rio Grande W&SR,2017,399
Rio Grande W&SR,2018,330
River Raisin NBP,2019,226354
River Raisin NBP,2011,36206
River Raisin NBP,2012,50667
River Raisin NBP,2013,57464
River Raisin NBP,2014,55281
River Raisin NBP,2015,109118
River Raisin NBP,2016,202375
River Raisin NBP,2017,238813
River Raisin NBP,2018,240548
Rock Creek Park,2019,2416232
Rock Creek Park,1979,1156593
Rock Creek Park,1980,1059794
Rock Creek Park,1981,917310
Rock Creek Park,1982,1764535
Rock Creek Park,1983,2360791
Rock Creek Park,1984,1492638
Rock Creek Park,1985,1891539
Rock Creek Park,1986,2188249
Rock Creek Park,1987,1724665
Rock Creek Park,1988,1564453
Rock Creek Park,1989,2049651
Rock Creek Park,1990,2204125
Rock Creek Park,1991,2155770
Rock Creek Park,1992,1971419
Rock Creek Park,1993,2146546
Rock Creek Park,1994,2332045
Rock Creek Park,1995,2049141
Rock Creek Park,1996,1873822
Rock Creek Park,1997,2001085
Rock Creek Park,1998,2015825
Rock Creek Park,1999,1998719
Rock Creek Park,2000,2039559
Rock Creek Park,2001,2185813
Rock Creek Park,2002,2075687
Rock Creek Park,2003,2036731
Rock Creek Park,2004,2115516
Rock Creek Park,2005,2132088
Rock Creek Park,2006,2181863
Rock Creek Park,2007,2061366
Rock Creek Park,2008,2076466
Rock Creek Park,2009,2076500
Rock Creek Park,2010,1883457
Rock Creek Park,2011,2050490
Rock Creek Park,2012,2003385
Rock Creek Park,2013,1968995
Rock Creek Park,2014,2437948
Rock Creek Park,2015,2443772
Rock Creek Park,2016,2478735
Rock Creek Park,2017,2483788
Rock Creek Park,2018,2395342
Rocky Mountain NP,2019,4670053
Rocky Mountain NP,1979,2568530
Rocky Mountain NP,1980,2641937
Rocky Mountain NP,1981,2911242
Rocky Mountain NP,1982,2564116
Rocky Mountain NP,1983,2599006
Rocky Mountain NP,1984,2231448
Rocky Mountain NP,1985,2248854
Rocky Mountain NP,1986,2408234
Rocky Mountain NP,1987,2531864
Rocky Mountain NP,1988,2544211
Rocky Mountain NP,1989,2502915
Rocky Mountain NP,1990,2647323
Rocky Mountain NP,1991,2751781
Rocky Mountain NP,1992,2788868
Rocky Mountain NP,1993,2780342
Rocky Mountain NP,1994,2968450
Rocky Mountain NP,1995,2878169
Rocky Mountain NP,1996,2923755
Rocky Mountain NP,1997,2965354
Rocky Mountain NP,1998,3035422
Rocky Mountain NP,1999,3186323
Rocky Mountain NP,2000,3185392
Rocky Mountain NP,2001,3139685
Rocky Mountain NP,2002,2988475
Rocky Mountain NP,2003,3067256
Rocky Mountain NP,2004,2781899
Rocky Mountain NP,2005,2798368
Rocky Mountain NP,2006,2743676
Rocky Mountain NP,2007,2895383
Rocky Mountain NP,2008,2757390
Rocky Mountain NP,2009,2822325
Rocky Mountain NP,2010,2955821
Rocky Mountain NP,2011,3176941
Rocky Mountain NP,2012,3229617
Rocky Mountain NP,2013,2991141
Rocky Mountain NP,2014,3434751
Rocky Mountain NP,2015,4155916
Rocky Mountain NP,2016,4517585
Rocky Mountain NP,2017,4437215
Rocky Mountain NP,2018,4590493
Roger Williams NMEM,2019,59419
Roger Williams NMEM,1979,27788
Roger Williams NMEM,1980,45601
Roger Williams NMEM,1981,2112
Roger Williams NMEM,1982,14353
Roger Williams NMEM,1983,15664
Roger Williams NMEM,1984,15817
Roger Williams NMEM,1985,14480
Roger Williams NMEM,1986,18176
Roger Williams NMEM,1987,21875
Roger Williams NMEM,1988,20979
Roger Williams NMEM,1989,18953
Roger Williams NMEM,1990,20296
Roger Williams NMEM,1991,107601
Roger Williams NMEM,1992,48343
Roger Williams NMEM,1993,50389
Roger Williams NMEM,1994,42811
Roger Williams NMEM,1995,38318
Roger Williams NMEM,1996,49513
Roger Williams NMEM,1997,52006
Roger Williams NMEM,1998,57155
Roger Williams NMEM,1999,60916
Roger Williams NMEM,2000,56240
Roger Williams NMEM,2001,51816
Roger Williams NMEM,2002,58243
Roger Williams NMEM,2003,54482
Roger Williams NMEM,2004,50677
Roger Williams NMEM,2005,50668
Roger Williams NMEM,2006,52671
Roger Williams NMEM,2007,49348
Roger Williams NMEM,2008,46154
Roger Williams NMEM,2009,50397
Roger Williams NMEM,2010,51559
Roger Williams NMEM,2011,50909
Roger Williams NMEM,2012,51944
Roger Williams NMEM,2013,48677
Roger Williams NMEM,2014,51523
Roger Williams NMEM,2015,60505
Roger Williams NMEM,2016,65588
Roger Williams NMEM,2017,80970
Roger Williams NMEM,2018,60709
Rosie The Riveter WWII Home Front NHP,2019,50404
Rosie The Riveter WWII Home Front NHP,2013,31514
Rosie The Riveter WWII Home Front NHP,2014,45549
Rosie The Riveter WWII Home Front NHP,2015,56362
Rosie The Riveter WWII Home Front NHP,2016,64425
Rosie The Riveter WWII Home Front NHP,2017,60927
Rosie The Riveter WWII Home Front NHP,2018,57852
Ross Lake NRA,2019,1088528
Ross Lake NRA,1990,0
Ross Lake NRA,1991,298948
Ross Lake NRA,1992,330015
Ross Lake NRA,1993,311716
Ross Lake NRA,1994,348257
Ross Lake NRA,1995,344902
Ross Lake NRA,1996,313565
Ross Lake NRA,1997,332164
Ross Lake NRA,1998,425209
Ross Lake NRA,1999,333944
Ross Lake NRA,2000,273696
Ross Lake NRA,2001,331343
Ross Lake NRA,2002,387216
Ross Lake NRA,2003,346542
Ross Lake NRA,2004,313497
Ross Lake NRA,2005,279581
Ross Lake NRA,2006,265022
Ross Lake NRA,2007,290701
Ross Lake NRA,2008,253333
Ross Lake NRA,2009,288458
Ross Lake NRA,2010,682736
Ross Lake NRA,2011,728353
Ross Lake NRA,2012,742200
Ross Lake NRA,2013,725917
Ross Lake NRA,2014,710612
Ross Lake NRA,2015,772579
Ross Lake NRA,2016,905418
Ross Lake NRA,2017,759656
Ross Lake NRA,2018,892044
Russell Cave NM,2019,16642
Russell Cave NM,1979,18526
Russell Cave NM,1980,22928
Russell Cave NM,1981,21290
Russell Cave NM,1982,21780
Russell Cave NM,1983,22136
Russell Cave NM,1984,22675
Russell Cave NM,1985,21561
Russell Cave NM,1986,23388
Russell Cave NM,1987,24959
Russell Cave NM,1988,25161
Russell Cave NM,1989,23693
Russell Cave NM,1990,23553
Russell Cave NM,1991,20783
Russell Cave NM,1992,27309
Russell Cave NM,1993,30020
Russell Cave NM,1994,32923
Russell Cave NM,1995,35739
Russell Cave NM,1996,26881
Russell Cave NM,1997,27380
Russell Cave NM,1998,26353
Russell Cave NM,1999,27289
Russell Cave NM,2000,23465
Russell Cave NM,2001,20449
Russell Cave NM,2002,27912
Russell Cave NM,2003,22892
Russell Cave NM,2004,22350
Russell Cave NM,2005,23496
Russell Cave NM,2006,24851
Russell Cave NM,2007,49164
Russell Cave NM,2008,36375
Russell Cave NM,2009,24087
Russell Cave NM,2010,23374
Russell Cave NM,2011,20717
Russell Cave NM,2012,20954
Russell Cave NM,2013,20456
Russell Cave NM,2014,18530
Russell Cave NM,2015,19430
Russell Cave NM,2016,24649
Russell Cave NM,2017,24377
Russell Cave NM,2018,21620
Sagamore Hill NHS,2019,36738
Sagamore Hill NHS,1979,167509
Sagamore Hill NHS,1980,181231
Sagamore Hill NHS,1981,179676
Sagamore Hill NHS,1982,144023
Sagamore Hill NHS,1983,123487
Sagamore Hill NHS,1984,120835
Sagamore Hill NHS,1985,121598
Sagamore Hill NHS,1986,119458
Sagamore Hill NHS,1987,104801
Sagamore Hill NHS,1988,135331
Sagamore Hill NHS,1989,159839
Sagamore Hill NHS,1990,168975
Sagamore Hill NHS,1991,115176
Sagamore Hill NHS,1992,80621
Sagamore Hill NHS,1993,58762
Sagamore Hill NHS,1994,62887
Sagamore Hill NHS,1995,71261
Sagamore Hill NHS,1996,71195
Sagamore Hill NHS,1997,96590
Sagamore Hill NHS,1998,90919
Sagamore Hill NHS,1999,67193
Sagamore Hill NHS,2000,53182
Sagamore Hill NHS,2001,45176
Sagamore Hill NHS,2002,42526
Sagamore Hill NHS,2003,42396
Sagamore Hill NHS,2004,41082
Sagamore Hill NHS,2005,38009
Sagamore Hill NHS,2006,43719
Sagamore Hill NHS,2007,43698
Sagamore Hill NHS,2008,53772
Sagamore Hill NHS,2009,53800
Sagamore Hill NHS,2010,55149
Sagamore Hill NHS,2011,53336
Sagamore Hill NHS,2012,20097
Sagamore Hill NHS,2013,14639
Sagamore Hill NHS,2014,19319
Sagamore Hill NHS,2015,42326
Sagamore Hill NHS,2016,53920
Sagamore Hill NHS,2017,55186
Sagamore Hill NHS,2018,39970
Saguaro NP,2019,1020226
Saguaro NP,1979,566486
Saguaro NP,1980,611317
Saguaro NP,1981,470598
Saguaro NP,1982,566807
Saguaro NP,1983,634688
Saguaro NP,1984,699292
Saguaro NP,1985,636711
Saguaro NP,1986,613651
Saguaro NP,1987,689933
Saguaro NP,1988,675397
Saguaro NP,1989,706191
Saguaro NP,1990,702328
Saguaro NP,1991,679034
Saguaro NP,1992,810059
Saguaro NP,1993,828267
Saguaro NP,1994,768685
Saguaro NP,1995,732813
Saguaro NP,1996,671643
Saguaro NP,1997,739410
Saguaro NP,1998,716160
Saguaro NP,1999,749014
Saguaro NP,2000,765195
Saguaro NP,2001,725874
Saguaro NP,2002,615045
Saguaro NP,2003,643697
Saguaro NP,2004,651464
Saguaro NP,2005,727208
Saguaro NP,2006,619983
Saguaro NP,2007,658477
Saguaro NP,2008,699137
Saguaro NP,2009,665234
Saguaro NP,2010,717614
Saguaro NP,2011,610045
Saguaro NP,2012,634286
Saguaro NP,2013,678261
Saguaro NP,2014,673572
Saguaro NP,2015,753446
Saguaro NP,2016,820426
Saguaro NP,2017,964760
Saguaro NP,2018,957405
Saint Croix Island IHS,2019,11613
Saint Croix Island IHS,2013,10709
Saint Croix Island IHS,2014,11588
Saint Croix Island IHS,2015,12557
Saint Croix Island IHS,2016,13857
Saint Croix Island IHS,2017,11872
Saint Croix Island IHS,2018,12001
Saint Croix NSR,2019,638258
Saint Croix NSR,1979,391683
Saint Croix NSR,1980,354173
Saint Croix NSR,1981,355962
Saint Croix NSR,1982,445183
Saint Croix NSR,1983,440016
Saint Croix NSR,1984,462922
Saint Croix NSR,1985,439033
Saint Croix NSR,1986,438772
Saint Croix NSR,1987,625549
Saint Croix NSR,1988,529414
Saint Croix NSR,1989,553779
Saint Croix NSR,1990,489274
Saint Croix NSR,1991,468790
Saint Croix NSR,1992,500960
Saint Croix NSR,1993,373518
Saint Croix NSR,1994,424835
Saint Croix NSR,1995,458525
Saint Croix NSR,1996,422653
Saint Croix NSR,1997,423622
Saint Croix NSR,1998,452748
Saint Croix NSR,1999,328506
Saint Croix NSR,2000,369736
Saint Croix NSR,2001,257903
Saint Croix NSR,2002,279060
Saint Croix NSR,2003,282838
Saint Croix NSR,2004,313904
Saint Croix NSR,2005,521695
Saint Croix NSR,2006,506841
Saint Croix NSR,2007,519330
Saint Croix NSR,2008,523595
Saint Croix NSR,2009,564326
Saint Croix NSR,2010,188400
Saint Croix NSR,2011,273729
Saint Croix NSR,2012,221028
Saint Croix NSR,2013,342942
Saint Croix NSR,2014,671582
Saint Croix NSR,2015,623122
Saint Croix NSR,2016,708258
Saint Croix NSR,2017,772475
Saint Croix NSR,2018,724644
Saint Paul's Church NHS,2019,18537
Saint Paul's Church NHS,1991,5987
Saint Paul's Church NHS,1992,4712
Saint Paul's Church NHS,1993,3341
Saint Paul's Church NHS,1994,3869
Saint Paul's Church NHS,1995,4495
Saint Paul's Church NHS,1996,4346
Saint Paul's Church NHS,1997,6032
Saint Paul's Church NHS,1998,8069
Saint Paul's Church NHS,1999,7442
Saint Paul's Church NHS,2000,9771
Saint Paul's Church NHS,2001,11756
Saint Paul's Church NHS,2002,14573
Saint Paul's Church NHS,2003,11473
Saint Paul's Church NHS,2004,13938
Saint Paul's Church NHS,2005,13869
Saint Paul's Church NHS,2006,14431
Saint Paul's Church NHS,2007,14909
Saint Paul's Church NHS,2008,14538
Saint Paul's Church NHS,2009,14432
Saint Paul's Church NHS,2010,16362
Saint Paul's Church NHS,2011,14926
Saint Paul's Church NHS,2012,16188
Saint Paul's Church NHS,2013,14016
Saint Paul's Church NHS,2014,16460
Saint Paul's Church NHS,2015,17180
Saint Paul's Church NHS,2016,20830
Saint Paul's Church NHS,2017,21190
Saint Paul's Church NHS,2018,21630
Saint-Gaudens NHP,2019,31759
Saint-Gaudens NHP,1979,31800
Saint-Gaudens NHP,1980,39064
Saint-Gaudens NHP,1981,39675
Saint-Gaudens NHP,1982,38002
Saint-Gaudens NHP,1983,38682
Saint-Gaudens NHP,1984,27080
Saint-Gaudens NHP,1985,31880
Saint-Gaudens NHP,1986,35446
Saint-Gaudens NHP,1987,36227
Saint-Gaudens NHP,1988,32974
Saint-Gaudens NHP,1989,44881
Saint-Gaudens NHP,1990,35955
Saint-Gaudens NHP,1991,39790
Saint-Gaudens NHP,1992,35773
Saint-Gaudens NHP,1993,33482
Saint-Gaudens NHP,1994,34560
Saint-Gaudens NHP,1995,34773
Saint-Gaudens NHP,1996,37498
Saint-Gaudens NHP,1997,35369
Saint-Gaudens NHP,1998,36303
Saint-Gaudens NHP,1999,29031
Saint-Gaudens NHP,2000,37030
Saint-Gaudens NHP,2001,37550
Saint-Gaudens NHP,2002,34239
Saint-Gaudens NHP,2003,30907
Saint-Gaudens NHP,2004,30725
Saint-Gaudens NHP,2005,26943
Saint-Gaudens NHP,2006,25858
Saint-Gaudens NHP,2007,29091
Saint-Gaudens NHP,2008,29819
Saint-Gaudens NHP,2009,34558
Saint-Gaudens NHP,2010,30941
Saint-Gaudens NHP,2011,32695
Saint-Gaudens NHP,2012,33663
Saint-Gaudens NHP,2013,37837
Saint-Gaudens NHP,2014,37785
Saint-Gaudens NHP,2015,39242
Saint-Gaudens NHP,2016,42377
Saint-Gaudens NHP,2017,37556
Saint-Gaudens NHP,2018,35218
Salem Maritime NHS,2019,339238
Salem Maritime NHS,1979,431799
Salem Maritime NHS,1980,354337
Salem Maritime NHS,1981,418262
Salem Maritime NHS,1982,401480
Salem Maritime NHS,1983,565898
Salem Maritime NHS,1984,788510
Salem Maritime NHS,1985,669983
Salem Maritime NHS,1986,673861
Salem Maritime NHS,1987,874589
Salem Maritime NHS,1988,742673
Salem Maritime NHS,1989,693272
Salem Maritime NHS,1990,617428
Salem Maritime NHS,1991,786942
Salem Maritime NHS,1992,1079290
Salem Maritime NHS,1993,542495
Salem Maritime NHS,1994,623383
Salem Maritime NHS,1995,693218
Salem Maritime NHS,1996,600778
Salem Maritime NHS,1997,688584
Salem Maritime NHS,1998,802214
Salem Maritime NHS,1999,762869
Salem Maritime NHS,2000,796318
Salem Maritime NHS,2001,748747
Salem Maritime NHS,2002,759402
Salem Maritime NHS,2003,649132
Salem Maritime NHS,2004,782791
Salem Maritime NHS,2005,676216
Salem Maritime NHS,2006,761945
Salem Maritime NHS,2007,843520
Salem Maritime NHS,2008,856935
Salem Maritime NHS,2009,723088
Salem Maritime NHS,2010,806506
Salem Maritime NHS,2011,737073
Salem Maritime NHS,2012,756038
Salem Maritime NHS,2013,426328
Salem Maritime NHS,2014,403758
Salem Maritime NHS,2015,264780
Salem Maritime NHS,2016,371989
Salem Maritime NHS,2017,373630
Salem Maritime NHS,2018,300475
Salinas Pueblo Missions NM,2019,31672
Salinas Pueblo Missions NM,1979,26728
Salinas Pueblo Missions NM,1980,21748
Salinas Pueblo Missions NM,1981,20359
Salinas Pueblo Missions NM,1982,32491
Salinas Pueblo Missions NM,1983,35968
Salinas Pueblo Missions NM,1984,28395
Salinas Pueblo Missions NM,1985,29643
Salinas Pueblo Missions NM,1986,30619
Salinas Pueblo Missions NM,1987,35093
Salinas Pueblo Missions NM,1988,34114
Salinas Pueblo Missions NM,1989,38723
Salinas Pueblo Missions NM,1990,36313
Salinas Pueblo Missions NM,1991,41171
Salinas Pueblo Missions NM,1992,46707
Salinas Pueblo Missions NM,1993,50283
Salinas Pueblo Missions NM,1994,51391
Salinas Pueblo Missions NM,1995,53950
Salinas Pueblo Missions NM,1996,44913
Salinas Pueblo Missions NM,1997,41710
Salinas Pueblo Missions NM,1998,39464
Salinas Pueblo Missions NM,1999,39962
Salinas Pueblo Missions NM,2000,34842
Salinas Pueblo Missions NM,2001,34568
Salinas Pueblo Missions NM,2002,35670
Salinas Pueblo Missions NM,2003,33827
Salinas Pueblo Missions NM,2004,34216
Salinas Pueblo Missions NM,2005,34810
Salinas Pueblo Missions NM,2006,32996
Salinas Pueblo Missions NM,2007,33060
Salinas Pueblo Missions NM,2008,31248
Salinas Pueblo Missions NM,2009,37848
Salinas Pueblo Missions NM,2010,32941
Salinas Pueblo Missions NM,2011,29786
Salinas Pueblo Missions NM,2012,29228
Salinas Pueblo Missions NM,2013,24836
Salinas Pueblo Missions NM,2014,30537
Salinas Pueblo Missions NM,2015,29672
Salinas Pueblo Missions NM,2016,32414
Salinas Pueblo Missions NM,2017,35148
Salinas Pueblo Missions NM,2018,34629
Salt River Bay NHP & Ecological Pres,2019,5215
Salt River Bay NHP & Ecological Pres,2006,2526
Salt River Bay NHP & Ecological Pres,2007,1455
Salt River Bay NHP & Ecological Pres,2008,2184
Salt River Bay NHP & Ecological Pres,2009,2540
Salt River Bay NHP & Ecological Pres,2010,204
Salt River Bay NHP & Ecological Pres,2011,2419
Salt River Bay NHP & Ecological Pres,2012,5217
Salt River Bay NHP & Ecological Pres,2013,4791
Salt River Bay NHP & Ecological Pres,2014,5192
Salt River Bay NHP & Ecological Pres,2015,8108
Salt River Bay NHP & Ecological Pres,2016,16449
Salt River Bay NHP & Ecological Pres,2017,10567
Salt River Bay NHP & Ecological Pres,2018,4884
San Antonio Missions NHP,2019,1281121
San Antonio Missions NHP,1983,134904
San Antonio Missions NHP,1984,205124
San Antonio Missions NHP,1985,212165
San Antonio Missions NHP,1986,250410
San Antonio Missions NHP,1987,257265
San Antonio Missions NHP,1988,258033
San Antonio Missions NHP,1989,270136
San Antonio Missions NHP,1990,313443
San Antonio Missions NHP,1991,290519
San Antonio Missions NHP,1992,950496
San Antonio Missions NHP,1993,1230544
San Antonio Missions NHP,1994,1504518
San Antonio Missions NHP,1995,1087165
San Antonio Missions NHP,1996,1239970
San Antonio Missions NHP,1997,1328958
San Antonio Missions NHP,1998,1118905
San Antonio Missions NHP,1999,1224178
San Antonio Missions NHP,2000,1393894
San Antonio Missions NHP,2001,1370082
San Antonio Missions NHP,2002,1481462
San Antonio Missions NHP,2003,1330326
San Antonio Missions NHP,2004,1102445
San Antonio Missions NHP,2005,1139133
San Antonio Missions NHP,2006,1173771
San Antonio Missions NHP,2007,1208498
San Antonio Missions NHP,2008,1303212
San Antonio Missions NHP,2009,1567667
San Antonio Missions NHP,2010,1304690
San Antonio Missions NHP,2011,568021
San Antonio Missions NHP,2012,614810
San Antonio Missions NHP,2013,521705
San Antonio Missions NHP,2014,1395337
San Antonio Missions NHP,2015,1322154
San Antonio Missions NHP,2016,1358911
San Antonio Missions NHP,2017,1381383
San Antonio Missions NHP,2018,1208104
San Francisco Maritime NHP,2019,4016598
San Francisco Maritime NHP,1989,5203302
San Francisco Maritime NHP,1990,3088265
San Francisco Maritime NHP,1991,4317598
San Francisco Maritime NHP,1992,3560895
San Francisco Maritime NHP,1993,3649325
San Francisco Maritime NHP,1994,3733911
San Francisco Maritime NHP,1995,3631994
San Francisco Maritime NHP,1996,3670972
San Francisco Maritime NHP,1997,3530687
San Francisco Maritime NHP,1998,3535081
San Francisco Maritime NHP,1999,3535315
San Francisco Maritime NHP,2000,3433066
San Francisco Maritime NHP,2001,3256974
San Francisco Maritime NHP,2002,3558544
San Francisco Maritime NHP,2003,3984826
San Francisco Maritime NHP,2004,4055479
San Francisco Maritime NHP,2005,3976056
San Francisco Maritime NHP,2006,3984645
San Francisco Maritime NHP,2007,4042022
San Francisco Maritime NHP,2008,4086211
San Francisco Maritime NHP,2009,4152497
San Francisco Maritime NHP,2010,4130970
San Francisco Maritime NHP,2011,4224897
San Francisco Maritime NHP,2012,4129983
San Francisco Maritime NHP,2013,4154455
San Francisco Maritime NHP,2014,4256888
San Francisco Maritime NHP,2015,4173014
San Francisco Maritime NHP,2016,4334752
San Francisco Maritime NHP,2017,4493519
San Francisco Maritime NHP,2018,4223542
San Juan Island NHP,2019,292507
San Juan Island NHP,1979,92481
San Juan Island NHP,1980,103452
San Juan Island NHP,1981,101620
San Juan Island NHP,1982,113385
San Juan Island NHP,1983,122540
San Juan Island NHP,1984,99400
San Juan Island NHP,1985,104312
San Juan Island NHP,1986,137008
San Juan Island NHP,1987,158260
San Juan Island NHP,1988,248188
San Juan Island NHP,1989,251399
San Juan Island NHP,1990,247823
San Juan Island NHP,1991,359168
San Juan Island NHP,1992,301452
San Juan Island NHP,1993,323987
San Juan Island NHP,1994,201516
San Juan Island NHP,1995,206039
San Juan Island NHP,1996,227104
San Juan Island NHP,1997,225851
San Juan Island NHP,1998,250285
San Juan Island NHP,1999,270671
San Juan Island NHP,2000,267718
San Juan Island NHP,2001,301067
San Juan Island NHP,2002,255215
San Juan Island NHP,2003,246150
San Juan Island NHP,2004,270969
San Juan Island NHP,2005,246780
San Juan Island NHP,2006,258804
San Juan Island NHP,2007,273289
San Juan Island NHP,2008,255492
San Juan Island NHP,2009,274642
San Juan Island NHP,2010,263370
San Juan Island NHP,2011,266717
San Juan Island NHP,2012,261139
San Juan Island NHP,2013,220960
San Juan Island NHP,2014,268946
San Juan Island NHP,2015,258668
San Juan Island NHP,2016,316122
San Juan Island NHP,2017,267209
San Juan Island NHP,2018,255032
San Juan NHS,2019,1197345
San Juan NHS,1979,1458778
San Juan NHS,1980,1601984
San Juan NHS,1981,1522942
San Juan NHS,1982,1508333
San Juan NHS,1983,1306178
San Juan NHS,1984,2005185
San Juan NHS,1985,2221661
San Juan NHS,1986,2230500
San Juan NHS,1987,1808232
San Juan NHS,1988,2555674
San Juan NHS,1989,2425305
San Juan NHS,1990,2404184
San Juan NHS,1991,2345348
San Juan NHS,1992,2070744
San Juan NHS,1993,1243057
San Juan NHS,1994,1306921
San Juan NHS,1995,1350829
San Juan NHS,1996,1051187
San Juan NHS,1997,982740
San Juan NHS,1998,892854
San Juan NHS,1999,950141
San Juan NHS,2000,1086104
San Juan NHS,2001,1281528
San Juan NHS,2002,1278407
San Juan NHS,2003,1198105
San Juan NHS,2004,1072829
San Juan NHS,2005,1054492
San Juan NHS,2006,1167558
San Juan NHS,2007,1025407
San Juan NHS,2008,1135577
San Juan NHS,2009,1069673
San Juan NHS,2010,1105252
San Juan NHS,2011,1229590
San Juan NHS,2012,1279814
San Juan NHS,2013,1328802
San Juan NHS,2014,1382906
San Juan NHS,2015,1532818
San Juan NHS,2016,1456553
San Juan NHS,2017,1188780
San Juan NHS,2018,910405
Sand Creek Massacre NHS,2019,5701
Sand Creek Massacre NHS,2010,4063
Sand Creek Massacre NHS,2011,3935
Sand Creek Massacre NHS,2012,4384
Sand Creek Massacre NHS,2013,4795
Sand Creek Massacre NHS,2014,7402
Sand Creek Massacre NHS,2015,5887
Sand Creek Massacre NHS,2016,6847
Sand Creek Massacre NHS,2017,6535
Sand Creek Massacre NHS,2018,6006
Santa Monica Mountains NRA,2019,707566
